individualID	populationID	populationName	location	geographicRegion	fromHGDP-CEPH-dataSet[RosenbergEtAl2005]?	fromNativeAmerican-dataSet[WangEtAl2007]?	fromLatino-dataSet[WangEtAl2008]?	fromJewish-dataSet[KopelmanEtAl2009]?	fromAsianIndian-dataSet[RosenbergEtAl2006]?	fromChhaGaamPatel-dataSet[PembertonEtAl2012]?	fromPacificIslander-dataSet[FriedlaenderEtAl2008]?	fromAfrican-dataSet[TishkoffEtAl2009]?	fromChimpanzee-dataSet[BecquetEtAl2007]?	inMS5795	inMS5547	inMS5435	inMS5592	inMS5362	inMS5255	inMS5879	inMS5631	inMS5519	inMS5676	inMS5446	inMS5339
15141	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15151	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
15161	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15171	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15181	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15194	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15204	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
15211	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15221	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15235	1013	Nakanai-Bileki	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16001	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
16011	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16023	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
16024	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16031	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16041	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16051	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16072	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16081	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16091	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16101	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16111	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16121	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16131	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16141	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16151	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
16161	1014	Nakanai-Loso	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10001	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10011	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10021	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10031	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10041	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10061	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10071	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10081	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10091	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10111	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10121	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
10131	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10141	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10151	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10161	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
10173	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10191	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10201	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10211	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10221	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10231	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10241	1015	Mamusi-Kisiluvi	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
11001	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11011	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
11021	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11043	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11051	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
11061	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11091	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11101	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11111	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11121	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
11141	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11151	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11161	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11175	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11181	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11191	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
11201	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11211	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11231	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
11241	1016	Mamusi-Lingite	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7011	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7021	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7031	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7043	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7051	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7061	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7073	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7081	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7091	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7101	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7111	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7121	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7131	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7141	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7151	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7161	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7171	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7181	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
7191	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7201	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7211	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7221	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7231	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
7241	1017	Ata-Uasilau	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6003	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
6013	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6031	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6041	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6051	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6061	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6071	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6081	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
6093	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6101	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
6111	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6123	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
6131	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6141	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6154	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6161	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
6171	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6181	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
6191	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6201	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6221	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6231	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6241	1018	Ata-Lugei	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17001	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17011	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17021	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17031	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17041	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17051	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
17061	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17071	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17081	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
17091	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17101	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17111	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17121	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17131	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17141	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17151	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17161	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17171	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17181	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17191	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17201	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
17211	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
17221	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17231	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
17241	1019	Baining-Malasait	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18001	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
18011	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18021	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
18031	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18041	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18051	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18061	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18071	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18086	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18091	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18101	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18111	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18121	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18131	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
18141	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18153	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18161	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18171	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
18181	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18191	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
18201	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18211	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18221	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
18231	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
18241	1020	Baining-Marabu	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
19001	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0
19011	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19021	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19031	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19041	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19051	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19061	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19071	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
19081	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
19091	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19101	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
19111	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19121	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19131	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19141	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19151	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19161	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19171	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19181	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19191	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19201	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19211	1021	Baining-Rangulit	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
22001	1022	Tolai-Kabakada	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
22011	1022	Tolai-Kabakada	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
22022	1022	Tolai-Kabakada	NewBritain	OCEANIA	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
